time,epoch,stage,lr,train_loss,train_acc,val_loss,val_acc,best_val_acc,epoch_time_seconds,is_best,bad_epochs
2026-06-17 21:55:16,1,head_only,[0.001],1.5256388239098113,0.33875338753387535,1.597812030807374,0.24761904761904763,0.24761904761904763,23.339606285095215,1,0
2026-06-17 21:55:34,2,head_only,[0.001],1.432132242171745,0.3794037940379404,1.6006696318823195,0.24761904761904763,0.24761904761904763,17.794405221939087,0,1
2026-06-17 21:55:52,3,head_only,[0.001],1.4088925859792445,0.39634146341463417,1.6043312383076502,0.24761904761904763,0.24761904761904763,17.902494430541992,0,2
2026-06-17 21:56:10,4,head_only,[0.001],1.4316928150854136,0.3807588075880759,1.6587597006843204,0.24761904761904763,0.24761904761904763,17.885851860046387,0,3
2026-06-17 21:56:28,5,head_only,[0.0005],1.382371604927187,0.3983739837398374,1.6324585536169627,0.24761904761904763,0.24761904761904763,17.724379301071167,0,4
2026-06-17 21:57:00,6,fine_tune,"[0.0001, 0.0005]",1.193957478050294,0.46070460704607047,1.4590591067359562,0.2920634920634921,0.2920634920634921,32.15949773788452,1,0
2026-06-17 21:57:20,7,fine_tune,"[0.0001, 0.0005]",1.0060122030860363,0.5338753387533876,1.0241149364955842,0.5047619047619047,0.5047619047619047,19.684987783432007,1,0
2026-06-17 21:57:40,8,fine_tune,"[0.0001, 0.0005]",0.8911397715571127,0.5962059620596206,0.8958555543233477,0.5587301587301587,0.5587301587301587,19.54295778274536,1,0
2026-06-17 21:58:00,9,fine_tune,"[0.0001, 0.0005]",0.8617211594814207,0.6029810298102981,0.8237399462669615,0.6190476190476191,0.6190476190476191,19.990999937057495,1,0
2026-06-17 21:58:20,10,fine_tune,"[0.0001, 0.0005]",0.783943247827411,0.6483739837398373,0.7876070520234486,0.6285714285714286,0.6285714285714286,19.5489718914032,1,0
2026-06-17 21:58:39,11,fine_tune,"[0.0001, 0.0005]",0.7161933306432998,0.676829268292683,0.928758224229964,0.7142857142857143,0.7142857142857143,19.755471229553223,1,0
2026-06-17 21:58:59,12,fine_tune,"[0.0001, 0.0005]",0.7024946859697017,0.6910569105691057,1.3262839086945095,0.6698412698412698,0.7142857142857143,19.9405198097229,0,1
2026-06-17 21:59:19,13,fine_tune,"[0.0001, 0.0005]",0.621847099404994,0.725609756097561,1.2631214062372844,0.6857142857142857,0.7142857142857143,19.63793969154358,0,2
2026-06-17 21:59:39,14,fine_tune,"[0.0001, 0.0005]",0.6004472024395537,0.7378048780487805,0.7645824480151373,0.7587301587301587,0.7587301587301587,19.52387833595276,1,0
2026-06-17 21:59:59,15,fine_tune,"[0.0001, 0.0005]",0.6203914199095109,0.7459349593495935,1.4551897109500946,0.7682539682539683,0.7682539682539683,19.671376943588257,1,0
2026-06-17 22:00:19,16,fine_tune,"[0.0001, 0.0005]",0.5559146111896691,0.7628726287262872,1.6159444386050814,0.765079365079365,0.7682539682539683,19.671377658843994,0,1
2026-06-17 22:00:38,17,fine_tune,"[0.0001, 0.0005]",0.47849892899595947,0.790650406504065,1.3158674800206744,0.8095238095238095,0.8095238095238095,19.586446046829224,1,0
2026-06-17 22:00:58,18,fine_tune,"[0.0001, 0.0005]",0.5113618934380653,0.7892953929539296,1.312513447612051,0.8,0.8095238095238095,20.091023206710815,0,1
2026-06-17 22:01:18,19,fine_tune,"[0.0001, 0.0005]",0.4308583749342094,0.825880758807588,0.7867372426182209,0.8126984126984127,0.8126984126984127,19.607903480529785,1,0
2026-06-17 22:01:38,20,fine_tune,"[0.0001, 0.0005]",0.43305823077677386,0.8211382113821138,1.0048941825590436,0.8603174603174604,0.8603174603174604,19.754399299621582,1,0
2026-06-17 22:01:58,21,fine_tune,"[0.0001, 0.0005]",0.40248976078459886,0.8529810298102981,0.8541927005400851,0.8698412698412699,0.8698412698412699,19.89492416381836,1,0
2026-06-17 22:02:18,22,fine_tune,"[0.0001, 0.0005]",0.41325179961961783,0.8428184281842819,0.6177170298520535,0.834920634920635,0.8698412698412699,19.720851182937622,0,1
2026-06-17 22:02:38,23,fine_tune,"[0.0001, 0.0005]",0.3470321877942822,0.8726287262872628,0.6942440225491449,0.8825396825396825,0.8825396825396825,19.73898148536682,1,0
2026-06-17 22:02:58,24,fine_tune,"[0.0001, 0.0005]",0.3518449604349731,0.8705962059620597,1.023349793020281,0.8253968253968254,0.8825396825396825,19.70748472213745,0,1
2026-06-17 22:03:18,25,fine_tune,"[0.0001, 0.0005]",0.31522360379456826,0.8719512195121951,0.6611407000630621,0.8793650793650793,0.8825396825396825,19.84945321083069,0,2
2026-06-17 22:03:38,26,fine_tune,"[0.0001, 0.0005]",0.33005545556868315,0.8882113821138211,0.778554761315149,0.8793650793650793,0.8825396825396825,19.675953149795532,0,3
2026-06-17 22:03:57,27,fine_tune,"[5e-05, 0.00025]",0.2878251155702079,0.8902439024390244,0.38325320969498344,0.8476190476190476,0.8825396825396825,19.81739616394043,0,4
2026-06-17 22:04:17,28,fine_tune,"[5e-05, 0.00025]",0.26785911173436056,0.8963414634146342,0.23524965253614244,0.8984126984126984,0.8984126984126984,19.74543309211731,1,0
2026-06-17 22:04:37,29,fine_tune,"[5e-05, 0.00025]",0.21574874016327586,0.9247967479674797,0.2391442803163377,0.9206349206349206,0.9206349206349206,19.689892530441284,1,0
2026-06-17 22:04:57,30,fine_tune,"[5e-05, 0.00025]",0.20200021512463165,0.9288617886178862,0.19273917481066688,0.9238095238095239,0.9238095238095239,19.802406072616577,1,0
2026-06-17 22:05:17,31,fine_tune,"[5e-05, 0.00025]",0.2356169103849225,0.9227642276422764,0.21528466528370266,0.9238095238095239,0.9238095238095239,19.535845518112183,0,1
2026-06-17 22:05:37,32,fine_tune,"[5e-05, 0.00025]",0.18432635385896456,0.9397018970189702,0.2452929760373774,0.9142857142857143,0.9238095238095239,19.887948989868164,0,2
2026-06-17 22:05:57,33,fine_tune,"[5e-05, 0.00025]",0.202311573635918,0.9220867208672087,0.2778626282377878,0.8984126984126984,0.9238095238095239,19.60188102722168,0,3
2026-06-17 22:06:16,34,fine_tune,"[2.5e-05, 0.000125]",0.23351053170718475,0.9186991869918699,0.310141464086279,0.8952380952380953,0.9238095238095239,19.547855615615845,0,4
2026-06-17 22:06:36,35,fine_tune,"[2.5e-05, 0.000125]",0.174544842797647,0.9336043360433605,0.26019911559091674,0.9238095238095239,0.9238095238095239,19.80843734741211,0,5
2026-06-17 22:06:56,36,fine_tune,"[2.5e-05, 0.000125]",0.15847373235627485,0.9383468834688347,0.23132425558472436,0.9301587301587302,0.9301587301587302,19.661367177963257,1,0
2026-06-17 22:07:16,37,fine_tune,"[2.5e-05, 0.000125]",0.21229934293605124,0.9227642276422764,0.2169644857801142,0.926984126984127,0.9301587301587302,19.575828790664673,0,1
2026-06-17 22:07:35,38,fine_tune,"[2.5e-05, 0.000125]",0.16555812080620427,0.940379403794038,0.22098890016712838,0.9365079365079365,0.9365079365079365,19.675423622131348,1,0
2026-06-17 22:07:55,39,fine_tune,"[2.5e-05, 0.000125]",0.14806136740295867,0.9491869918699187,0.2556473574468068,0.9301587301587302,0.9365079365079365,19.654916524887085,0,1
2026-06-17 22:08:15,40,fine_tune,"[2.5e-05, 0.000125]",0.14792662112895388,0.9444444444444444,0.23941899133580072,0.9111111111111111,0.9365079365079365,19.67714548110962,0,2
2026-06-17 22:08:35,41,fine_tune,"[2.5e-05, 0.000125]",0.1561741851986989,0.9376693766937669,0.21275365521155654,0.9174603174603174,0.9365079365079365,19.704175233840942,0,3
2026-06-17 22:08:55,42,fine_tune,"[1.25e-05, 6.25e-05]",0.14650203155348618,0.9478319783197832,0.20196025670166054,0.926984126984127,0.9365079365079365,19.684150457382202,0,4
2026-06-17 22:09:14,43,fine_tune,"[1.25e-05, 6.25e-05]",0.16539594980315142,0.9437669376693767,0.18248893042641973,0.9365079365079365,0.9365079365079365,19.607559204101562,0,5
2026-06-17 22:09:34,44,fine_tune,"[1.25e-05, 6.25e-05]",0.14873951851190914,0.9464769647696477,0.20965692270251493,0.9301587301587302,0.9365079365079365,19.551585912704468,0,6
2026-06-17 22:09:54,45,fine_tune,"[1.25e-05, 6.25e-05]",0.14013842074326707,0.9444444444444444,0.19548296110024527,0.9333333333333333,0.9365079365079365,19.629594802856445,0,7
2026-06-17 22:10:13,46,fine_tune,"[6.25e-06, 3.125e-05]",0.1566135276078693,0.9383468834688347,0.19641127630122124,0.9333333333333333,0.9365079365079365,19.640640020370483,0,8
2026-06-17 22:10:33,47,fine_tune,"[6.25e-06, 3.125e-05]",0.16113547110541404,0.9356368563685636,0.1992077732015224,0.926984126984127,0.9365079365079365,19.622644186019897,0,9
2026-06-17 22:10:53,48,fine_tune,"[6.25e-06, 3.125e-05]",0.12773554696421313,0.9505420054200542,0.1985364654884925,0.9428571428571428,0.9428571428571428,19.711236238479614,1,0
2026-06-17 22:11:13,49,fine_tune,"[6.25e-06, 3.125e-05]",0.1285367464308493,0.9539295392953929,0.19841035490944273,0.9523809523809523,0.9523809523809523,19.588629961013794,1,0
2026-06-17 22:11:33,50,fine_tune,"[6.25e-06, 3.125e-05]",0.14177890862956602,0.9498644986449865,0.19892032827649797,0.946031746031746,0.9523809523809523,20.016791820526123,0,1
2026-06-17 22:11:53,51,fine_tune,"[6.25e-06, 3.125e-05]",0.15216570790241243,0.9539295392953929,0.19815457541022508,0.9396825396825397,0.9523809523809523,19.887385368347168,0,2
2026-06-17 22:12:13,52,fine_tune,"[6.25e-06, 3.125e-05]",0.1446241998444324,0.9505420054200542,0.1991064810504516,0.9428571428571428,0.9523809523809523,19.67859983444214,0,3
